participantcode,round,sessioncode,liberal,political_orientation,trust_scientists,environment_worry,environment_responsib,environment_natural_p,gender,age,ethnic_min,education,prole,extraction,extraction_1,extraction_2,extraction_3,cpr1groupgrp_treat_num,cpr1groupgrp_treat_num_1,cpr1groupgrp_treat_num_2,cpr1groupgrp_treat_num_3,cpr1groupgrp_treat_num_4,Ethn_1,Ethn_2,Ethn_3,Ethn_4,Ethn_5,Edu_1,Edu_2,Edu_3,Edu_4,Edu_5,Edu_6,Edu_7,Gender_1,Gender_2,Gender_3
et6vgumw,1,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,2,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,3,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,4,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,5,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,6,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,7,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,8,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,9,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
et6vgumw,10,4bvui1bx,7,5,8,1,2,6,Female,51,Ethn Majority,4,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
suue08jv,1,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,2,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,3,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,4,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,5,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,6,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,7,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,8,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,9,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suue08jv,10,4bvui1bx,6,5,7,3,2,3,Female,51,Ethn Majority,3,0,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
zq4u9uq3,1,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,0,1,0,0,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,2,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,1,0,1,0,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,3,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,2,0,0,1,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,4,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,2,0,0,1,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,5,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,0,1,0,0,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,6,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,2,0,0,1,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,7,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,2,0,0,1,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,8,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,0,1,0,0,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,9,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,1,0,1,0,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
zq4u9uq3,10,4bvui1bx,4,6,7,3,7,3,Male,53,Ethn Minority,3,5,0,1,0,0,IT,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
kv08zl2b,1,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,2,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,3,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,4,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,5,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,6,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,7,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,8,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,9,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kv08zl2b,10,4fb6v9pm,3,2,9,4,4,4,Male,27,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,1,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,2,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,3,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,4,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,5,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,6,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,7,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,8,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,9,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nlg5z9i5,10,4fb6v9pm,1,1,11,5,11,4,Male,34,Ethn Majority,2,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
p58yti7z,1,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,2,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,3,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,4,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,5,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,6,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,7,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,8,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,9,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
p58yti7z,10,4fb6v9pm,4,2,9,3,9,4,Female,29,Ethn Majority,4,0,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
xp0nc4hd,1,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,2,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,3,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,4,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,5,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,6,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,7,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,8,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,9,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
xp0nc4hd,10,4fb6v9pm,4,3,9,5,7,3,Female,49,Ethn Majority,3,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4s36s41p,1,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,2,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,3,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,4,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,5,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,6,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,7,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,8,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,9,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4s36s41p,10,4ij0k5wf,4,4,10,4,9,4,Female,31,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9940ngqc,1,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,2,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,3,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,4,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,5,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,6,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,7,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,8,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,9,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9940ngqc,10,4ij0k5wf,2,5,9,4,6,4,Female,46,Ethn Majority,5,2,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
vewwe936,1,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,2,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,3,4ij0k5wf,3,3,8,3,8,3,,,,,,1,0,1,0,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,4,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,5,4ij0k5wf,3,3,8,3,8,3,,,,,,0,1,0,0,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,6,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,7,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,8,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,9,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
vewwe936,10,4ij0k5wf,3,3,8,3,8,3,,,,,,2,0,0,1,IT&GI,1,0,0,0,,,,,,,,,,,,,,,
x7vp4x4x,1,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,2,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,3,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,4,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,5,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,6,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,7,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,8,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,9,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
x7vp4x4x,10,4ij0k5wf,6,5,8,2,5,4,Male,53,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
l0fkux1n,1,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,2,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,3,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,4,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,5,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,6,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,7,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,8,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,9,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
l0fkux1n,10,4mfaten4,4,5,9,3,6,4,Female,28,Ethn Majority,3,1,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
plcibvrv,1,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,2,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,3,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,4,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,5,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,6,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,7,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,8,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,9,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plcibvrv,10,4mfaten4,6,5,7,3,7,4,Male,77,Ethn Majority,2,3,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
qx1pu5ae,1,4mfaten4,3,1,10,4,8,4,Female,30,Ethn Minority,4,2,1,0,1,0,IT&GI,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
qx1pu5ae,2,4mfaten4,3,1,10,4,8,4,Female,30,Ethn Minority,4,2,1,0,1,0,IT&GI,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
qx1pu5ae,3,4mfaten4,3,1,10,4,8,4,Female,30,Ethn Minority,4,2,0,1,0,0,IT&GI,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
qx1pu5ae,4,4mfaten4,3,1,10,4,8,4,Female,30,Ethn Minority,4,2,2,0,0,1,IT&GI,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
qx1pu5ae,10,4mfaten4,3,1,10,4,8,4,Female,30,Ethn Minority,4,2,2,0,0,1,IT&GI,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4akoxzyx,1,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4akoxzyx,2,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4akoxzyx,3,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4akoxzyx,4,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4akoxzyx,5,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4akoxzyx,6,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4akoxzyx,7,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4akoxzyx,8,4vsh3j3e,4,3,8,3,9,3,Female,65,Ethn Majority,1,4,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
