participantcode,round,sessioncode,liberal,political_orientation,election_2020,election_2024,risk_attitude,short_long_reward,trust_scientists,environment_worry,environment_responsib,environment_natural_p,environment_changing,environment_mov1,environment_mov2,environment_mov3,environment_mov4,environment_mov5,environment_mov6,environment_threat1,environment_threat2,environment_threat3,environment_threat4,environment_threat5,environment_threat6,environment_beha1,environment_beha2,environment_beha3,environment_beha4,environment_beha5,environment_beha6,environment_uti1,environment_uti2,environment_uti3,environment_uti4,environment_uti5,environment_uti6,environment_growth1,environment_growth2,environment_growth3,environment_growth4,environment_growth5,environment_growth6,legacy_concern1,legacy_concern2,legacy_concern3,legacy_concern4,legacy_concern5,legacy_concern6,gender,age,ethnic_min,education,prole,extraction,extraction_1,extraction_2,extraction_3,cpr1groupgrp_treat_num,cpr1groupgrp_treat_num_1,cpr1groupgrp_treat_num_2,cpr1groupgrp_treat_num_3,cpr1groupgrp_treat_num_4,Ethn_1,Ethn_2,Ethn_3,Ethn_4,Ethn_5,Edu_1,Edu_2,Edu_3,Edu_4,Edu_5,Edu_6,Edu_7,Gender_1,Gender_2,Gender_3
uv3gl6zu,9,a959bjha,1,3,1,1,5,7,10,5,8,4,1,3,5,1,1,2,4,5,5,5,2,1,1,1,1,4,5,1,5,1,5,5,5,1,1,1,5,1,5,5,5,2,2,2,2,2,3,Female,56,Ethn Majority,4,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
uv3gl6zu,10,a959bjha,1,3,1,1,5,7,10,5,8,4,1,3,5,1,1,2,4,5,5,5,2,1,1,1,1,4,5,1,5,1,5,5,5,1,1,1,5,1,5,5,5,2,2,2,2,2,3,Female,56,Ethn Majority,4,0,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ntl978ch,1,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,2,0,0,1,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,2,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,2,0,0,1,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,3,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,2,0,0,1,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,4,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,2,0,0,1,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,5,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,2,0,0,1,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,6,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,1,0,1,0,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,7,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,2,0,0,1,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,8,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,1,0,1,0,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,9,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,1,0,1,0,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ntl978ch,10,a9epzrse,1,1,1,5,4,9,10,5,9,4,1,3,1,1,4,1,5,4,5,5,2,1,1,1,1,5,5,1,5,1,5,5,5,5,1,4,5,4,2,3,2,3,2,2,2,3,4,Male,25,Ethn Minority,4,0,1,0,1,0,IT,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
rfvbgy32,1,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,2,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,3,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,4,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,5,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,6,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,7,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,8,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,9,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rfvbgy32,10,a9epzrse,2,2,1,1,8,8,7,3,7,3,1,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1,5,1,5,1,5,4,4,4,3,2,2,Male,20,Ethn Majority,2,1,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
wffahurc,1,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,0,1,0,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,2,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,3,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,4,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,5,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,6,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,7,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,8,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,2,0,0,1,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,9,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wffahurc,10,a9epzrse,3,3,1,1,8,8,10,4,8,5,1,3,2,2,3,1,4,4,4,5,2,1,1,2,1,2,4,1,4,2,4,5,4,1,2,2,3,2,4,4,3,3,2,2,2,2,2,Male,33,Ethn Majority,5,2,1,0,1,0,IT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
zdtryth3,1,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,1,0,1,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,2,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,1,0,1,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,3,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,0,1,0,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,4,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,0,1,0,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,5,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,2,0,0,1,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,6,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,2,0,0,1,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,7,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,0,1,0,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,8,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,0,1,0,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,9,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,0,1,0,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zdtryth3,10,a9epzrse,3,3,1,5,9,11,11,4,9,4,1,4,1,1,4,2,5,5,4,5,2,1,1,1,1,3,4,1,4,2,5,4,4,3,1,4,3,3,4,5,4,4,5,3,4,2,1,Female,39,Ethn Minority,2,3,0,1,0,0,IT,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
bl23nhnb,1,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,2,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,3,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,4,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,5,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,6,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,7,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,8,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,9,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bl23nhnb,10,adt0mswz,1,2,1,5,4,6,11,4,8,4,1,4,3,2,3,3,3,4,3,5,1,1,1,1,1,5,4,1,4,1,5,5,5,1,1,3,3,4,5,5,5,4,3,2,1,3,3,Male,37,Ethn Majority,4,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
hyachuqu,2,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,3,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,4,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,5,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,6,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,7,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,8,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,9,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
hyachuqu,10,adt0mswz,4,3,1,2,8,4,6,4,8,5,1,3,2,2,4,3,4,3,4,4,3,2,4,3,2,5,4,1,4,1,5,3,4,4,3,1,5,2,1,1,5,3,3,2,3,4,3,Male,41,Ethn Majority,2,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
mloqzsli,1,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,0,1,0,0,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,2,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,1,0,1,0,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,3,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,0,1,0,0,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,4,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,5,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,0,1,0,0,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,6,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,7,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,8,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,9,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,0,1,0,0,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
mloqzsli,10,adt0mswz,2,2,1,6,4,7,5,3,7,4,1,4,1,1,4,1,5,3,4,5,1,1,1,2,2,4,4,2,4,3,5,5,3,1,1,3,3,3,3,5,3,2,3,2,2,1,5,Female,20,Ethn Minority,1,0,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
sazsixcm,1,adt0mswz,5,2,1,1,4,9,6,2,6,4,2,3,2,2,2,3,3,3,4,4,3,3,3,2,2,5,5,1,5,3,4,3,3,3,2,2,4,2,5,2,5,4,4,3,3,2,3,Female,71,Ethn Minority,5,2,1,0,1,0,GI,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
sazsixcm,2,adt0mswz,5,2,1,1,4,9,6,2,6,4,2,3,2,2,2,3,3,3,4,4,3,3,3,2,2,5,5,1,5,3,4,3,3,3,2,2,4,2,5,2,5,4,4,3,3,2,3,Female,71,Ethn Minority,5,2,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
sazsixcm,3,adt0mswz,5,2,1,1,4,9,6,2,6,4,2,3,2,2,2,3,3,3,4,4,3,3,3,2,2,5,5,1,5,3,4,3,3,3,2,2,4,2,5,2,5,4,4,3,3,2,3,Female,71,Ethn Minority,5,2,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
sazsixcm,4,adt0mswz,5,2,1,1,4,9,6,2,6,4,2,3,2,2,2,3,3,3,4,4,3,3,3,2,2,5,5,1,5,3,4,3,3,3,2,2,4,2,5,2,5,4,4,3,3,2,3,Female,71,Ethn Minority,5,2,1,0,1,0,GI,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
sazsixcm,5,adt0mswz,5,2,1,1,4,9,6,2,6,4,2,3,2,2,2,3,3,3,4,4,3,3,3,2,2,5,5,1,5,3,4,3,3,3,2,2,4,2,5,2,5,4,4,3,3,2,3,Female,71,Ethn Minority,5,2,2,0,0,1,GI,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
